pair_id,analysis_cluster,label,path
a11_034,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3801561.flac
a11_035,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3651718.flac
a11_036,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5392207.flac
a11_037,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5866471.flac
a11_038,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4828788.flac
a11_039,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4467350.flac
a11_040,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8072815.flac
a11_041,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8309372.flac
a11_042,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5412721.flac
a11_043,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1255192.flac
a11_044,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6366765.flac
a11_045,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7348169.flac
a11_046,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1159671.flac
a11_047,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4149963.flac
a11_048,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1123759.flac
a11_049,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3571743.flac
a11_050,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4482383.flac
a11_051,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2554762.flac
a11_052,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6979198.flac
a11_053,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4317321.flac
a11_054,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7875546.flac
a11_055,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4400203.flac
a11_056,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7750719.flac
a11_057,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1446073.flac
a11_058,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6152423.flac
a11_059,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3946300.flac
a11_060,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7428554.flac
a11_061,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7598073.flac
a11_062,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7237949.flac
a11_063,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1688421.flac
a11_064,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6262854.flac
a11_065,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7841941.flac
a11_066,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9617374.flac
a11_067,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4885482.flac
a11_068,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5464046.flac
a11_069,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7660609.flac
a11_070,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3541044.flac
a11_071,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8611289.flac
a11_072,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7949755.flac
a11_073,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7813568.flac
a11_074,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7665794.flac
a11_075,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5564312.flac
a11_076,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6219044.flac
a11_077,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4790939.flac
a11_078,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9434610.flac
a11_079,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5276446.flac
a11_080,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4944426.flac
a11_081,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2856239.flac
a11_082,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3576794.flac
a11_083,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7317188.flac
a11_084,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3735713.flac
a11_085,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5640567.flac
a11_086,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2652576.flac
a11_087,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8125672.flac
a11_088,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7027292.flac
a11_089,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8817350.flac
a11_090,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2557147.flac
a11_091,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7880943.flac
a11_092,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1407058.flac
a11_093,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9678625.flac
a11_094,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1848420.flac
a11_095,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1490408.flac
a11_096,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8740168.flac
a11_097,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4360551.flac
a11_098,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2661837.flac
a11_099,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7854310.flac
a11_bona_000,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4047464.flac
a11_bona_001,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2405296.flac
a11_bona_002,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5981275.flac
a11_bona_003,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8653724.flac
a11_bona_004,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5224324.flac
a11_bona_005,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8545247.flac
a11_bona_006,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6500722.flac
a11_bona_007,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3651348.flac
a11_bona_008,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7578678.flac
a11_bona_009,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8881522.flac
a11_bona_010,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1636866.flac
a11_bona_011,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7984621.flac
a11_bona_012,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2456681.flac
a11_bona_013,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8057592.flac
a11_bona_014,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4595991.flac
a11_bona_015,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9917448.flac
a11_bona_016,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4861467.flac
a11_bona_017,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4817837.flac
a11_bona_018,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9529895.flac
a11_bona_019,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7200211.flac
a11_bona_020,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9782835.flac
a11_bona_021,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3216271.flac
a11_bona_022,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1615488.flac
a11_bona_023,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4334060.flac
a11_bona_024,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9195705.flac
a11_bona_025,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2569009.flac
a11_bona_026,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5358177.flac
a11_bona_027,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3515491.flac
a11_bona_028,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6572074.flac
a11_bona_029,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9795129.flac
a11_bona_030,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9006627.flac
a11_bona_031,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9647402.flac
a11_bona_032,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5331965.flac
a11_bona_033,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2793337.flac
a11_bona_034,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7187204.flac
a11_bona_035,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1581815.flac
a11_bona_036,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4157017.flac
a11_bona_037,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2253129.flac
a11_bona_038,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3429507.flac
a11_bona_039,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7721272.flac
a11_bona_040,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7879827.flac
a11_bona_041,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7690893.flac
a11_bona_042,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2894759.flac
a11_bona_043,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4606649.flac
a11_bona_044,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7629534.flac
a11_bona_045,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5801034.flac
a11_bona_046,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2252816.flac
a11_bona_047,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7072113.flac
a11_bona_048,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2168860.flac
a11_bona_049,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6271117.flac
a11_bona_050,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3974977.flac
a11_bona_051,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6076795.flac
a11_bona_052,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7924681.flac
a11_bona_053,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5818473.flac
a11_bona_054,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7266939.flac
a11_bona_055,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3144502.flac
a11_bona_056,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9266777.flac
a11_bona_057,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6283390.flac
a11_bona_058,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3165045.flac
a11_bona_059,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8394624.flac
a11_bona_060,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4610908.flac
a11_bona_061,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9214440.flac
a11_bona_062,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8610376.flac
a11_bona_063,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5483459.flac
a11_bona_064,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3070188.flac
a11_bona_065,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7306091.flac
a11_bona_066,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4230026.flac
a11_bona_067,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4868247.flac
a11_bona_068,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9839751.flac
a11_bona_069,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7277286.flac
a11_bona_070,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7961634.flac
a11_bona_071,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1783411.flac
a11_bona_072,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9419760.flac
a11_bona_073,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2511059.flac
a11_bona_074,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9957197.flac
a11_bona_075,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4884352.flac
a11_bona_076,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9999235.flac
a11_bona_077,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5272368.flac
a11_bona_078,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6482711.flac
a11_bona_079,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8123735.flac
a11_bona_080,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5934978.flac
a11_bona_081,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5533127.flac
a11_bona_082,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3627379.flac
a11_bona_083,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9296375.flac
a11_bona_084,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8211861.flac
a11_bona_085,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8404271.flac
a11_bona_086,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8185828.flac
a11_bona_087,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3065062.flac
a11_bona_088,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6952476.flac
a11_bona_089,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5049397.flac
a11_bona_090,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3356829.flac
a11_bona_091,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1309915.flac
a11_bona_092,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8439668.flac
a11_bona_093,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7337420.flac
a11_bona_094,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7483475.flac
a11_bona_095,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3049507.flac
a11_bona_096,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1715598.flac
a11_bona_097,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2781588.flac
a11_bona_098,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_4517012.flac
a11_bona_099,asvspoof_bonafide,1,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6873356.flac
