pair_id,analysis_cluster,label,path,duration_s,leading_silence_ms,trailing_silence_ms,score_original,score_trimmed,delta_score
5,f1b62e5d3473776b945ef79fbad0a46a621fb136b143d7aeb75a7cb854ebe0807524eee04fe8d83b3311152dad97e341e18ed5b8981b3cf322fec4e0700894bb,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0005.wav,4.704,96.0,0.0,4.781180381774902,4.9349493980407715,0.15376901626586914
5,f1b62e5d3473776b945ef79fbad0a46a621fb136b143d7aeb75a7cb854ebe0807524eee04fe8d83b3311152dad97e341e18ed5b8981b3cf322fec4e0700894bb,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0005.wav,4.704,96.0,0.0,4.330179214477539,4.413450241088867,0.08327102661132812
6,c8eabd52eef7e16e14998264ec78831ec7b891135ad93c446e459d4643b02c721b412f4fc828522a478fdbd2d5f4ca9838991a89368c78cb7f0617b3837a00ca,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0006.wav,3.78,32.0,0.0,-2.680687427520752,-3.2301950454711914,-0.5495076179504395
6,c8eabd52eef7e16e14998264ec78831ec7b891135ad93c446e459d4643b02c721b412f4fc828522a478fdbd2d5f4ca9838991a89368c78cb7f0617b3837a00ca,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0006.wav,3.78,0.0,0.0,-0.7158231735229492,-0.7158231735229492,0.0
7,64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0007.wav,3.144,960.0,456.0,-1.4811911582946777,-6.032832145690918,-4.55164098739624
7,64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0007.wav,3.144,0.0,0.0,5.373888969421387,5.373888969421387,0.0
8,f552d4cedc22293c27ab4a86fc3985ecf1bd8fe9e6664f6a835675acf4173fa94bfa392ddccd06a177ae2bf6e412212f42973dec10c26a7cfa02c48ddd7c7978,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0008.wav,4.176,704.0,1488.0,-1.376294732093811,-6.1001386642456055,-4.723843932151794
8,f552d4cedc22293c27ab4a86fc3985ecf1bd8fe9e6664f6a835675acf4173fa94bfa392ddccd06a177ae2bf6e412212f42973dec10c26a7cfa02c48ddd7c7978,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0008.wav,4.176,0.0,0.0,-0.6398581266403198,-0.6398581266403198,0.0
9,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0009.wav,4.716,96.0,76.0,-2.2336177825927734,-1.1398793458938599,1.0937384366989136
9,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0009.wav,4.716,0.0,0.0,-2.5561089515686035,-2.5561089515686035,0.0
10,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0010.wav,6.66,704.0,1124.0,0.47120851278305054,-4.5607757568359375,-5.031984269618988
10,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0010.wav,6.66,0.0,0.0,-0.7553493976593018,-0.7553493976593018,0.0
11,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0011.wav,3.624,576.0,0.0,5.987161159515381,5.471457004547119,-0.5157041549682617
11,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0011.wav,3.624,0.0,0.0,5.330920696258545,5.330920696258545,0.0
12,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0012.wav,4.068,704.0,932.0,5.258891582489014,-3.863509178161621,-9.122400760650635
12,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0012.wav,4.068,0.0,0.0,-0.6028724908828735,-0.6028724908828735,0.0
13,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0013.wav,7.704,416.0,0.0,5.446184158325195,0.6370736360549927,-4.809110522270203
13,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0013.wav,7.704,0.0,0.0,6.927865982055664,6.927865982055664,0.0
14,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0014.wav,6.768,512.0,1456.0,4.959834098815918,1.5880669355392456,-3.3717671632766724
14,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0014.wav,6.768,0.0,0.0,-4.556972980499268,-4.556972980499268,0.0
15,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0015.wav,5.04,256.0,16.0,1.107828140258789,-1.0361617803573608,-2.14398992061615
15,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0015.wav,5.04,0.0,0.0,-5.735335350036621,-5.735335350036621,0.0
16,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0016.wav,6.768,64.0,144.0,0.21180814504623413,1.4185376167297363,1.2067294716835022
16,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0016.wav,6.768,0.0,0.0,-0.2669124901294708,-0.2669124901294708,0.0
17,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0017.wav,5.508,736.0,676.0,3.5442614555358887,-4.99725866317749,-8.541520118713379
17,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0017.wav,5.508,0.0,0.0,-2.6763296127319336,-2.6763296127319336,0.0
18,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0018.wav,4.824,352.0,536.0,5.25424861907959,-0.7248941659927368,-5.979142785072327
18,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0018.wav,4.824,0.0,0.0,5.495296478271484,5.495296478271484,0.0
19,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0019.wav,6.696,992.0,1192.0,-5.77485990524292,-5.951921463012695,-0.1770615577697754
19,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0019.wav,6.696,0.0,0.0,-2.443812370300293,-2.443812370300293,0.0
20,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0020.wav,5.94,64.0,0.0,-0.571815550327301,-0.4171203076839447,0.15469524264335632
20,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0020.wav,5.94,0.0,0.0,5.773935317993164,5.773935317993164,0.0
21,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0021.wav,4.032,448.0,0.0,1.0358668565750122,0.34528958797454834,-0.6905772686004639
21,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0021.wav,4.032,0.0,0.0,1.2061253786087036,1.2061253786087036,0.0
22,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0022.wav,5.472,608.0,480.0,3.670675277709961,4.88673210144043,1.2160568237304688
22,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0022.wav,5.472,0.0,0.0,-0.1717749983072281,-0.1717749983072281,0.0
23,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0023.wav,6.876,768.0,508.0,4.559708595275879,-5.377310752868652,-9.937019348144531
23,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0023.wav,6.876,0.0,0.0,-3.8635334968566895,-3.8635334968566895,0.0
24,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0024.wav,5.328,704.0,976.0,0.7550414800643921,-5.875890731811523,-6.6309322118759155
24,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0024.wav,5.328,0.0,0.0,-4.924548149108887,-4.924548149108887,0.0
25,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0025.wav,4.284,864.0,1116.0,5.731293678283691,-2.7306551933288574,-8.461948871612549
25,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0025.wav,4.284,0.0,0.0,1.1737786531448364,1.1737786531448364,0.0
26,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0026.wav,7.308,0.0,12.0,-2.715039014816284,-2.715039014816284,0.0
26,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0026.wav,7.308,0.0,0.0,-0.3270373046398163,-0.3270373046398163,0.0
27,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0027.wav,5.76,1024.0,672.0,5.331106185913086,-4.3756585121154785,-9.706764698028564
27,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0027.wav,5.76,0.0,0.0,2.4083211421966553,2.4083211421966553,0.0
28,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0028.wav,6.216,864.0,1640.0,0.9601354002952576,-5.383307456970215,-6.343442857265472
28,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0028.wav,6.208,864.0,1632.0,-1.96410071849823,-5.812081336975098,-3.8479806184768677
29,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0029.wav,6.588,864.0,1372.0,1.6240845918655396,-4.973409652709961,-6.5974942445755005
29,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0029.wav,6.576,864.0,1360.0,-1.228029489517212,-5.759415626525879,-4.531386137008667
30,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0030.wav,3.816,512.0,1064.0,5.782726287841797,-3.966801643371582,-9.749527931213379
30,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0030.wav,3.816,0.0,0.0,-0.6287569999694824,-0.6287569999694824,0.0
31,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0031.wav,3.492,640.0,452.0,5.638798713684082,-0.8954208493232727,-6.534219563007355
31,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0031.wav,3.492,0.0,0.0,-0.25289779901504517,-0.25289779901504517,0.0
32,d24af5ee15190d3fc14dfc4ee3c75c75fe66fb537d4c7cf94e0e7d489ba442240b112a68a9dcd921ed48aaf17649bacd187e913bf4f22c1471cdc0fd263e9aa7,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0032.wav,6.372,448.0,548.0,3.1744437217712402,-0.7196964025497437,-3.894140124320984
32,d24af5ee15190d3fc14dfc4ee3c75c75fe66fb537d4c7cf94e0e7d489ba442240b112a68a9dcd921ed48aaf17649bacd187e913bf4f22c1471cdc0fd263e9aa7,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0032.wav,6.372,0.0,0.0,-5.275794982910156,-5.275794982910156,0.0
33,daa76944376a4ffb1588dd2a305c507bc1b8e14eafbbb1784aba0d0e901a3ceccaa5f1d84909bc13f2ff0ab6c7facb2ac2e487daed3470c7fe44022f33cd2a26,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0033.wav,3.348,832.0,1044.0,5.613521575927734,-3.7475600242614746,-9.361081600189209
33,daa76944376a4ffb1588dd2a305c507bc1b8e14eafbbb1784aba0d0e901a3ceccaa5f1d84909bc13f2ff0ab6c7facb2ac2e487daed3470c7fe44022f33cd2a26,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0033.wav,3.348,0.0,0.0,5.505742073059082,5.505742073059082,0.0
34,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0034.wav,7.056,256.0,272.0,3.2728538513183594,-2.0303239822387695,-5.303177833557129
34,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0034.wav,7.056,256.0,272.0,-0.7430875301361084,-5.203908920288086,-4.4608213901519775
35,7fbf4c95e3140e3dc38caf6b69156e7b0c31b692322f830bd453acafa852716c55556b85dab23eb2fcf7567541c68490442cf56fba72b2b29acffe250f110146,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0035.wav,7.056,864.0,624.0,4.989880561828613,-2.862370252609253,-7.852250814437866
35,7fbf4c95e3140e3dc38caf6b69156e7b0c31b692322f830bd453acafa852716c55556b85dab23eb2fcf7567541c68490442cf56fba72b2b29acffe250f110146,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0035.wav,7.056,0.0,0.0,-2.7900500297546387,-2.7900500297546387,0.0
36,1da3e82d56c4b06d4028ecc92aca9dc352823b8ec3e30de4da211906b610e38731002b15ef77c26455730b72f40ec1685543812f28aebbf3d093e8e83b3bad25,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0036.wav,6.48,416.0,272.0,5.323167324066162,3.9813225269317627,-1.3418447971343994
36,1da3e82d56c4b06d4028ecc92aca9dc352823b8ec3e30de4da211906b610e38731002b15ef77c26455730b72f40ec1685543812f28aebbf3d093e8e83b3bad25,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0036.wav,6.48,0.0,0.0,-3.8456716537475586,-3.8456716537475586,0.0
37,75c6bb7203a8fae0c08c18b39bebaf7f25f86e3b2cdbb1dbd65927288474b3fa5b24c5c88144d238b93b8327677bdfbdf560078a95a3594a6b6ea7dbf3f3eec8,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0037.wav,2.88,736.0,896.0,5.734079360961914,-4.469205379486084,-10.203284740447998
37,75c6bb7203a8fae0c08c18b39bebaf7f25f86e3b2cdbb1dbd65927288474b3fa5b24c5c88144d238b93b8327677bdfbdf560078a95a3594a6b6ea7dbf3f3eec8,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0037.wav,2.88,0.0,0.0,-1.9025862216949463,-1.9025862216949463,0.0
38,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0038.wav,2.916,800.0,804.0,4.9455976486206055,-3.176283121109009,-8.121880769729614
38,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0038.wav,2.916,0.0,0.0,0.4609207510948181,0.4609207510948181,0.0
39,ccd20bfc67c11f3e895626eb3d7e07e2eecb1ce583467fa1a70d8bda435a9fc5cf14c4a421d7811cf579acb2397447cbd649ac6eaaa8073a71a7d04ccb90882b,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0039.wav,5.328,896.0,1872.0,5.543509483337402,-4.919280052185059,-10.462789535522461
39,ccd20bfc67c11f3e895626eb3d7e07e2eecb1ce583467fa1a70d8bda435a9fc5cf14c4a421d7811cf579acb2397447cbd649ac6eaaa8073a71a7d04ccb90882b,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0039.wav,5.328,896.0,1872.0,5.559504985809326,-5.4247636795043945,-10.98426866531372
40,424c16a8450e8b742c1380d9d38d919d880a36379e8c7e09126a2a8411022bc42cbae339c1d8dfd42695fb073ca783ed5e86b8a2531d11c4491259ab1378e445,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0040.wav,5.976,64.0,504.0,3.351454257965088,1.775410771369934,-1.5760434865951538
40,424c16a8450e8b742c1380d9d38d919d880a36379e8c7e09126a2a8411022bc42cbae339c1d8dfd42695fb073ca783ed5e86b8a2531d11c4491259ab1378e445,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0040.wav,5.976,0.0,0.0,6.976315498352051,6.976315498352051,0.0
41,8c19c5b99c8b1ac2264eb9486484732c9d5ec2f0bcc679213d2b2d740efeec83673995013ff2ad72008fa9176ea0eedf32ea29d6b09e71426ac03b6026cff906,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0041.wav,3.42,128.0,1084.0,5.971440315246582,3.902336597442627,-2.069103717803955
41,8c19c5b99c8b1ac2264eb9486484732c9d5ec2f0bcc679213d2b2d740efeec83673995013ff2ad72008fa9176ea0eedf32ea29d6b09e71426ac03b6026cff906,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0041.wav,3.42,0.0,0.0,-0.671571671962738,-0.671571671962738,0.0
42,23e7986df66ecae7556379ef6a8c59490f3a38d789ddcbb9af2e0bdac45ded855c8a27be3ec862f45918adec219022883c1f64ea3ca811371c818856357ef5be,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0042.wav,7.02,128.0,684.0,1.5292633771896362,2.564408779144287,1.0351454019546509
