pair_id,analysis_cluster,path,label,duration_s,bonafide_logit,spoof_logit,inferred_normalization,peak_limited
8,f552d4cedc22293c27ab4a86fc3985ecf1bd8fe9e6664f6a835675acf4173fa94bfa392ddccd06a177ae2bf6e412212f42973dec10c26a7cfa02c48ddd7c7978,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0008.wav,0,4.176,-0.6441074013710022,1.1341817378997803,rms_matched,False
9,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,hindi_griffinlim_eval_final/real_hindi/hindi_real_0009.wav,1,4.716,-2.23872447013855,2.8764021396636963,rms_matched,False
9,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0009.wav,0,4.716,-2.5510454177856445,3.319931983947754,rms_matched,False
10,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,hindi_griffinlim_eval_final/real_hindi/hindi_real_0010.wav,1,6.66,0.46896234154701233,-0.9217249751091003,rms_matched,False
10,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0010.wav,0,6.66,-0.7535967230796814,1.1827173233032227,rms_matched,False
11,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,hindi_griffinlim_eval_final/real_hindi/hindi_real_0011.wav,1,3.624,5.985257148742676,-7.7411580085754395,rms_matched,False
11,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0011.wav,0,3.624,5.331462860107422,-6.755108833312988,rms_matched,False
12,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,hindi_griffinlim_eval_final/real_hindi/hindi_real_0012.wav,1,4.068,5.2582011222839355,-6.531794548034668,rms_matched,False
12,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0012.wav,0,4.068,-0.5994541049003601,1.2291383743286133,rms_matched,False
13,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,hindi_griffinlim_eval_final/real_hindi/hindi_real_0013.wav,1,7.704,5.448585033416748,-7.018862724304199,rms_matched,False
13,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0013.wav,0,7.704,6.928382873535156,-8.970319747924805,rms_matched,False
14,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,hindi_griffinlim_eval_final/real_hindi/hindi_real_0014.wav,1,6.768,4.959766387939453,-6.281874179840088,rms_matched,False
14,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0014.wav,0,6.768,-4.556509017944336,5.290450096130371,rms_matched,False
15,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,hindi_griffinlim_eval_final/real_hindi/hindi_real_0015.wav,1,5.04,1.1052007675170898,-1.3078135251998901,rms_matched,False
15,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0015.wav,0,5.04,-5.735421657562256,6.575371265411377,rms_matched,False
16,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,hindi_griffinlim_eval_final/real_hindi/hindi_real_0016.wav,1,6.768,0.21253694593906403,-0.23495922982692719,rms_matched,False
16,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0016.wav,0,6.768,-0.26761358976364136,0.608653724193573,rms_matched,False
17,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,hindi_griffinlim_eval_final/real_hindi/hindi_real_0017.wav,1,5.508,3.5484089851379395,-4.562812805175781,rms_matched,False
17,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0017.wav,0,5.508,-2.670175790786743,3.4688572883605957,rms_matched,False
18,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,hindi_griffinlim_eval_final/real_hindi/hindi_real_0018.wav,1,4.824,5.252353668212891,-6.570718288421631,rms_matched,False
18,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0018.wav,0,4.824,5.494444847106934,-6.937358856201172,rms_matched,False
19,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,hindi_griffinlim_eval_final/real_hindi/hindi_real_0019.wav,1,6.696,-5.785757064819336,6.545563220977783,rms_matched,False
19,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0019.wav,0,6.696,-2.4379873275756836,3.29176926612854,rms_matched,False
20,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,hindi_griffinlim_eval_final/real_hindi/hindi_real_0020.wav,1,5.94,-0.5736005902290344,1.103749394416809,rms_matched,False
20,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0020.wav,0,5.94,5.7723846435546875,-7.457581520080566,rms_matched,False
21,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,hindi_griffinlim_eval_final/real_hindi/hindi_real_0021.wav,1,4.032,1.0365233421325684,-1.5651710033416748,rms_matched,False
21,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0021.wav,0,4.032,1.2045787572860718,-1.6472114324569702,rms_matched,False
22,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,hindi_griffinlim_eval_final/real_hindi/hindi_real_0022.wav,1,5.472,3.6667184829711914,-4.632510185241699,rms_matched,False
22,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0022.wav,0,5.472,-0.16886426508426666,0.17049962282180786,rms_matched,False
23,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,hindi_griffinlim_eval_final/real_hindi/hindi_real_0023.wav,1,6.876,4.5620598793029785,-5.750438690185547,rms_matched,False
23,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0023.wav,0,6.876,-3.863708972930908,4.788866996765137,rms_matched,False
24,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,hindi_griffinlim_eval_final/real_hindi/hindi_real_0024.wav,1,5.328,0.7566444873809814,-1.0684089660644531,rms_matched,False
24,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0024.wav,0,5.328,-4.916905403137207,5.6630635261535645,rms_matched,False
25,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,hindi_griffinlim_eval_final/real_hindi/hindi_real_0025.wav,1,4.284,5.731810092926025,-7.477029800415039,rms_matched,False
25,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0025.wav,0,4.284,1.1769739389419556,-1.7814064025878906,rms_matched,False
26,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0026.wav,1,7.308,-2.6981160640716553,3.425863265991211,rms_matched,False
26,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0026.wav,0,7.308,-0.32658129930496216,0.7322325110435486,rms_matched,False
27,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,hindi_griffinlim_eval_final/real_hindi/hindi_real_0027.wav,1,5.76,5.331276893615723,-6.727889060974121,rms_matched,False
27,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0027.wav,0,5.76,2.4100685119628906,-3.064716339111328,rms_matched,False
28,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,hindi_griffinlim_eval_final/real_hindi/hindi_real_0028.wav,1,6.216,0.9571229219436646,-1.2618474960327148,rms_matched,False
28,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0028.wav,0,6.216,-1.9710065126419067,2.416449546813965,rms_matched,False
29,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,hindi_griffinlim_eval_final/real_hindi/hindi_real_0029.wav,1,6.588,1.6272313594818115,-1.9098944664001465,peak_normalized,True
29,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0029.wav,0,6.588,-1.22855806350708,1.660346269607544,peak_normalized,True
30,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,hindi_griffinlim_eval_final/real_hindi/hindi_real_0030.wav,1,3.816,5.781836032867432,-7.290489196777344,rms_matched,False
30,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0030.wav,0,3.816,-0.62653648853302,0.6449829339981079,rms_matched,False
31,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,hindi_griffinlim_eval_final/real_hindi/hindi_real_0031.wav,1,3.492,5.632973670959473,-7.082483291625977,rms_matched,False
31,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0031.wav,0,3.492,-0.2525525689125061,0.14711225032806396,rms_matched,False
32,d24af5ee15190d3fc14dfc4ee3c75c75fe66fb537d4c7cf94e0e7d489ba442240b112a68a9dcd921ed48aaf17649bacd187e913bf4f22c1471cdc0fd263e9aa7,hindi_griffinlim_eval_final/real_hindi/hindi_real_0032.wav,1,6.372,3.1799569129943848,-4.026341915130615,rms_matched,False
32,d24af5ee15190d3fc14dfc4ee3c75c75fe66fb537d4c7cf94e0e7d489ba442240b112a68a9dcd921ed48aaf17649bacd187e913bf4f22c1471cdc0fd263e9aa7,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0032.wav,0,6.372,-5.282249450683594,6.088520050048828,rms_matched,False
33,daa76944376a4ffb1588dd2a305c507bc1b8e14eafbbb1784aba0d0e901a3ceccaa5f1d84909bc13f2ff0ab6c7facb2ac2e487daed3470c7fe44022f33cd2a26,hindi_griffinlim_eval_final/real_hindi/hindi_real_0033.wav,1,3.348,5.613951206207275,-7.25979471206665,rms_matched,False
33,daa76944376a4ffb1588dd2a305c507bc1b8e14eafbbb1784aba0d0e901a3ceccaa5f1d84909bc13f2ff0ab6c7facb2ac2e487daed3470c7fe44022f33cd2a26,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0033.wav,0,3.348,5.505373001098633,-7.050452709197998,rms_matched,False
34,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,hindi_griffinlim_eval_final/real_hindi/hindi_real_0034.wav,1,7.056,3.273228406906128,-4.136436939239502,rms_matched,False
34,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0034.wav,0,7.056,-0.7441538572311401,0.8601850867271423,rms_matched,False
35,7fbf4c95e3140e3dc38caf6b69156e7b0c31b692322f830bd453acafa852716c55556b85dab23eb2fcf7567541c68490442cf56fba72b2b29acffe250f110146,hindi_griffinlim_eval_final/real_hindi/hindi_real_0035.wav,1,7.056,4.9899187088012695,-6.477407455444336,rms_matched,False
35,7fbf4c95e3140e3dc38caf6b69156e7b0c31b692322f830bd453acafa852716c55556b85dab23eb2fcf7567541c68490442cf56fba72b2b29acffe250f110146,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0035.wav,0,7.056,-2.7970361709594727,3.6993257999420166,rms_matched,False
36,1da3e82d56c4b06d4028ecc92aca9dc352823b8ec3e30de4da211906b610e38731002b15ef77c26455730b72f40ec1685543812f28aebbf3d093e8e83b3bad25,hindi_griffinlim_eval_final/real_hindi/hindi_real_0036.wav,1,6.48,5.322505950927734,-6.560048580169678,rms_matched,False
36,1da3e82d56c4b06d4028ecc92aca9dc352823b8ec3e30de4da211906b610e38731002b15ef77c26455730b72f40ec1685543812f28aebbf3d093e8e83b3bad25,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0036.wav,0,6.48,-3.847411870956421,4.720641613006592,rms_matched,False
37,75c6bb7203a8fae0c08c18b39bebaf7f25f86e3b2cdbb1dbd65927288474b3fa5b24c5c88144d238b93b8327677bdfbdf560078a95a3594a6b6ea7dbf3f3eec8,hindi_griffinlim_eval_final/real_hindi/hindi_real_0037.wav,1,2.88,5.734952449798584,-7.413141250610352,rms_matched,False
37,75c6bb7203a8fae0c08c18b39bebaf7f25f86e3b2cdbb1dbd65927288474b3fa5b24c5c88144d238b93b8327677bdfbdf560078a95a3594a6b6ea7dbf3f3eec8,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0037.wav,0,2.88,-1.8974517583847046,2.490051746368408,rms_matched,False
38,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,hindi_griffinlim_eval_final/real_hindi/hindi_real_0038.wav,1,2.916,4.9460225105285645,-6.371944427490234,rms_matched,False
38,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0038.wav,0,2.916,0.46337100863456726,-0.7882614135742188,rms_matched,False
39,ccd20bfc67c11f3e895626eb3d7e07e2eecb1ce583467fa1a70d8bda435a9fc5cf14c4a421d7811cf579acb2397447cbd649ac6eaaa8073a71a7d04ccb90882b,hindi_griffinlim_eval_final/real_hindi/hindi_real_0039.wav,1,5.328,5.543156147003174,-7.018026351928711,peak_normalized,True
39,ccd20bfc67c11f3e895626eb3d7e07e2eecb1ce583467fa1a70d8bda435a9fc5cf14c4a421d7811cf579acb2397447cbd649ac6eaaa8073a71a7d04ccb90882b,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0039.wav,0,5.328,5.558692932128906,-7.086342811584473,peak_normalized,True
40,424c16a8450e8b742c1380d9d38d919d880a36379e8c7e09126a2a8411022bc42cbae339c1d8dfd42695fb073ca783ed5e86b8a2531d11c4491259ab1378e445,hindi_griffinlim_eval_final/real_hindi/hindi_real_0040.wav,1,5.976,3.352057933807373,-4.223973274230957,rms_matched,False
40,424c16a8450e8b742c1380d9d38d919d880a36379e8c7e09126a2a8411022bc42cbae339c1d8dfd42695fb073ca783ed5e86b8a2531d11c4491259ab1378e445,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0040.wav,0,5.976,6.974804401397705,-9.019097328186035,rms_matched,False
41,8c19c5b99c8b1ac2264eb9486484732c9d5ec2f0bcc679213d2b2d740efeec83673995013ff2ad72008fa9176ea0eedf32ea29d6b09e71426ac03b6026cff906,hindi_griffinlim_eval_final/real_hindi/hindi_real_0041.wav,1,3.42,5.972836494445801,-7.476463317871094,rms_matched,False
41,8c19c5b99c8b1ac2264eb9486484732c9d5ec2f0bcc679213d2b2d740efeec83673995013ff2ad72008fa9176ea0eedf32ea29d6b09e71426ac03b6026cff906,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0041.wav,0,3.42,-0.659954309463501,1.200368881225586,rms_matched,False
42,23e7986df66ecae7556379ef6a8c59490f3a38d789ddcbb9af2e0bdac45ded855c8a27be3ec862f45918adec219022883c1f64ea3ca811371c818856357ef5be,hindi_griffinlim_eval_final/real_hindi/hindi_real_0042.wav,1,7.02,1.5441513061523438,-2.1900248527526855,rms_matched,False
42,23e7986df66ecae7556379ef6a8c59490f3a38d789ddcbb9af2e0bdac45ded855c8a27be3ec862f45918adec219022883c1f64ea3ca811371c818856357ef5be,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0042.wav,0,7.02,-1.268982172012329,1.7544950246810913,rms_matched,False
43,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,hindi_griffinlim_eval_final/real_hindi/hindi_real_0043.wav,1,5.22,-4.576589584350586,5.412003517150879,rms_matched,False
43,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0043.wav,0,5.22,-3.0955936908721924,3.966989040374756,rms_matched,False
44,3aef16007bd29046bf29aa965433206ce23419410af7d4bc3d292635ddc31b83ce37bccb79f9f0fb3d857b77a1bba903b1dfbadc1d390b9c5b687a475c9f29a6,hindi_griffinlim_eval_final/real_hindi/hindi_real_0044.wav,1,4.788,2.1043508052825928,-2.7991762161254883,rms_matched,False
